"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"5456","ANAND VIKRAM SINGH","Shivsena","4905","17","4922","0.43",42,"Kannauj","S24","Uttar Pradesh"
"6452","RAMA DEVI","Bhartiya Vanchitsamaj Party","972","12","984","0.09",42,"Kannauj","S24","Uttar Pradesh"
"7451","SATYA RAM","Rashtriya Kranti Party","875","0","875","0.08",42,"Kannauj","S24","Uttar Pradesh"
"8446","SUBHASH CHANDRA DOHRE","All India Forward Bloc","1337","0","1337","0.12",42,"Kannauj","S24","Uttar Pradesh"
"9440","SANJEEV KUMAR","Rashtriya Samaj Paksha","1200","3","1203","0.11",42,"Kannauj","S24","Uttar Pradesh"
"10428","ANKIT SINGH","Independent","1159","4","1163","0.1",42,"Kannauj","S24","Uttar Pradesh"
"11412","PRATYUSH PATHAK","Independent","3881","2","3883","0.34",42,"Kannauj","S24","Uttar Pradesh"
"12383","SUNIL BHARTI","Independent","4143","0","4143","0.36",42,"Kannauj","S24","Uttar Pradesh"
"13353","NOTA","None of the Above","8142","23","8165","0.72",42,"Kannauj","S24","Uttar Pradesh"
"3499","Ram Kumar","Samajwadi Party","47703","572","48275","5.73",43,"Kanpur","S24","Uttar Pradesh"
"4460","Sriprakash Jaiswal","Indian National Congress","311409","1594","313003","37.13",43,"Kanpur","S24","Uttar Pradesh"
"5457","Satyadev Pachauri","Bharatiya Janata Party","466442","2495","468937","55.63",43,"Kanpur","S24","Uttar Pradesh"
"6453","Alok Kumar","Sabhi Jan Party","1883","2","1885","0.22",43,"Kanpur","S24","Uttar Pradesh"
"7452","Poonam Shukla","Bhartiya Shakti Chetna Party","1116","14","1130","0.13",43,"Kanpur","S24","Uttar Pradesh"
"8447","Balveer Singh Chandel","Shivsena","589","2","591","0.07",43,"Kanpur","S24","Uttar Pradesh"
"9441","Mukti Yadav","Bharatiya Rashtriya Morcha","314","2","316","0.04",43,"Kanpur","S24","Uttar Pradesh"
"10429","Reena Urf Renu","Saaf Party","364","3","367","0.04",43,"Kanpur","S24","Uttar Pradesh"
"11413","Chandra Bhan Sankhwar","Independent","592","3","595","0.07",43,"Kanpur","S24","Uttar Pradesh"
"12384","Javed Mohammad Khan","Independent","694","2","696","0.08",43,"Kanpur","S24","Uttar Pradesh"
"13354","Triveni Narayan Jaiswal","Independent","486","0","486","0.06",43,"Kanpur","S24","Uttar Pradesh"
"14331","Dilshad Ahmad","Independent","580","0","580","0.07",43,"Kanpur","S24","Uttar Pradesh"
"15299","Ram Gopal Uttam","Independent","1077","1","1078","0.13",43,"Kanpur","S24","Uttar Pradesh"
"16263","Shivam Kushwaha","Independent","997","1","998","0.12",43,"Kanpur","S24","Uttar Pradesh"
"17219","NOTA","None of the Above","4007","50","4057","0.48",43,"Kanpur","S24","Uttar Pradesh"
"3500","Devendra Singh 'Bhole'","Bharatiya Janata Party","577603","3679","581282","56.69",44,"Akbarpur","S24","Uttar Pradesh"
"4461","Nisha Sachan","Bahujan Samaj Party","304553","1587","306140","29.86",44,"Akbarpur","S24","Uttar Pradesh"
"5458","Rajaram Pal","Indian National Congress","107592","749","108341","10.57",44,"Akbarpur","S24","Uttar Pradesh"
"6454","Amit Tripathi","Adhunik Bharat Party","1971","5","1976","0.19",44,"Akbarpur","S24","Uttar Pradesh"
"7453","Ashok Paswan","Sabhi Jan Party","864","2","866","0.08",44,"Akbarpur","S24","Uttar Pradesh"
"8448","Mahendra Singh Yadav","Pragatishil Samajwadi Party (Lohia)","2005","42","2047","0.2",44,"Akbarpur","S24","Uttar Pradesh"
"9442","Ravi Sachan","Janata Dal  (United)","1024","4","1028","0.1",44,"Akbarpur","S24","Uttar Pradesh"
"10430","Prof. Ramgopal Sankhwar","Rashtriya Janutthan Party","770","6","776","0.08",44,"Akbarpur","S24","Uttar Pradesh"
"11414","Saurabh Mishra","Bhartiya Shakti Chetna Party","2928","12","2940","0.29",44,"Akbarpur","S24","Uttar Pradesh"
"12385","Arun Kumar","Independent","1573","5","1578","0.15",44,"Akbarpur","S24","Uttar Pradesh"
"13355","Niraj Kumar Pasi Advocate","Independent","1626","1","1627","0.16",44,"Akbarpur","S24","Uttar Pradesh"
"14332","Manoj Gupta","Independent","3269","1","3270","0.32",44,"Akbarpur","S24","Uttar Pradesh"
"15300","Vikas Tripathi","Independent","2231","3","2234","0.22",44,"Akbarpur","S24","Uttar Pradesh"
"16264","Sunil Kumar","Independent","3214","1","3215","0.31",44,"Akbarpur","S24","Uttar Pradesh"
"17220","NOTA","None of the Above","7919","75","7994","0.78",44,"Akbarpur","S24","Uttar Pradesh"
"3501","AJAY SINGH (PANKAJ)","Bahujan Samaj Party","422476","910","423386","37.47",45,"Jalaun","S24","Uttar Pradesh"
"4462","BRIJLAL KHABRI","Indian National Congress","89444","162","89606","7.93",45,"Jalaun","S24","Uttar Pradesh"
"5459","BHANU PRATAP SINGH VERMA","Bharatiya Janata Party","579723","2040","581763","51.49",45,"Jalaun","S24","Uttar Pradesh"
"6455","RAMSINGH","Communist Party of India  (Marxist-Leninist)  (Liberation)","8786","6","8792","0.78",45,"Jalaun","S24","Uttar Pradesh"
"7454","SHRAVAN KUMAR PAL","Rashtriya Shoshit Samaj Party","13861","33","13894","1.23",45,"Jalaun","S24","Uttar Pradesh"
"8449","NOTA","None of the Above","12493","21","12514","1.11",45,"Jalaun","S24","Uttar Pradesh"
"3502","Anurag Sharma","Bharatiya Janata Party","808371","901","809272","58.61",46,"Jhansi","S24","Uttar Pradesh"
"4463","Shyam Sundar Singh","Samajwadi Party","443090","499","443589","32.12",46,"Jhansi","S24","Uttar Pradesh"
"5460","Shivsharan","Indian National Congress","86080","59","86139","6.24",46,"Jhansi","S24","Uttar Pradesh"
"6456","Gaurishankar","Kisan Raksha Party,","3302","1","3303","0.24",46,"Jhansi","S24","Uttar Pradesh"
"7455","Jagat Vikram Singh","Pragatishil Samajwadi Party (Lohia)","2696","1","2697","0.2",46,"Jhansi","S24","Uttar Pradesh"
"8450","Dilshad Ahmed Siddique","Swatantra Jantaraj Party","2263","1","2264","0.16",46,"Jhansi","S24","Uttar Pradesh"
"9443","Shruti Agrawal","Bundelkhand Kranti Dal","1845","4","1849","0.13",46,"Jhansi","S24","Uttar Pradesh"
"10431","Kalpana Khard","Independent","1769","1","1770","0.13",46,"Jhansi","S24","Uttar Pradesh"
"11415","Raja Khateek","Independent","2247","3","2250","0.16",46,"Jhansi","S24","Uttar Pradesh"
"12386","Ramgopal","Independent","3807","0","3807","0.28",46,"Jhansi","S24","Uttar Pradesh"
"13356","Sunil Prajapati","Independent","5709","2","5711","0.41",46,"Jhansi","S24","Uttar Pradesh"
"14333","NOTA","None of the Above","18228","11","18239","1.32",46,"Jhansi","S24","Uttar Pradesh"
"3503","DILIP KUMAR SINGH","Bahujan Samaj Party","325803","667","326470","29.96",47,"Hamirpur","S24","Uttar Pradesh"
"4464","KUNWAR PUSHPENDRA SINGH CHANDEL","Bharatiya Janata Party","574101","1021","575122","52.77",47,"Hamirpur","S24","Uttar Pradesh"
"5461","PRITAM SINGH LODHI KISAAN","Indian National Congress","114376","158","114534","10.51",47,"Hamirpur","S24","Uttar Pradesh"
"6457","ARVIND KUMAR PRAJAPATI","Pragatishil Samajwadi Party (Lohia)","4247","4","4251","0.39",47,"Hamirpur","S24","Uttar Pradesh"
"7456","ER. KEDARNATH VISHWAKARMA","Bahujan Mukti Party","2848","3","2851","0.26",47,"Hamirpur","S24","Uttar Pradesh"
"8451","SHRIRAM SINGH GAUR","Bhartiya Shakti Chetna Party","2834","1","2835","0.26",47,"Hamirpur","S24","Uttar Pradesh"
"9444","SURESH CHANDRA RAJPUT","Rashtriya Kranti Party","1983","0","1983","0.18",47,"Hamirpur","S24","Uttar Pradesh"
"10432","KAMLESH KUMAR","Independent","2441","3","2444","0.22",47,"Hamirpur","S24","Uttar Pradesh"
"11416","KAMTA PRASAD PRAJAPATI","Independent","2693","4","2697","0.25",47,"Hamirpur","S24","Uttar Pradesh"
"12387","MADHURAJ","Independent","2304","2","2306","0.21",47,"Hamirpur","S24","Uttar Pradesh"
"13357","RAJESH","Independent","4917","0","4917","0.45",47,"Hamirpur","S24","Uttar Pradesh"
"14334","RAM GOPAL","Independent","4205","1","4206","0.39",47,"Hamirpur","S24","Uttar Pradesh"
"15301","SARJOOLAL","Independent","5206","0","5206","0.48",47,"Hamirpur","S24","Uttar Pradesh"
"16265","SANJAY KUMAR SAHU","Independent","24787","14","24801","2.28",47,"Hamirpur","S24","Uttar Pradesh"
"17221","NOTA","None of the Above","15141","14","15155","1.39",47,"Hamirpur","S24","Uttar Pradesh"
"3504","BALKUMAR PATEL","Indian National Congress","75350","88","75438","7.29",48,"Banda","S24","Uttar Pradesh"
"4465","MAHENDRA","Communist Party of India","10347","2","10349","1",48,"Banda","S24","Uttar Pradesh"
"5462","SHYAMA CHARAN GUPTA","Samajwadi Party","418647","341","418988","40.5",48,"Banda","S24","Uttar Pradesh"
"6458","R.K. SINGH PATEL","Bharatiya Janata Party","477100","826","477926","46.2",48,"Banda","S24","Uttar Pradesh"
"7457","CHHOTELAL","Pragatishil Samajwadi Party (Lohia)","12746","1","12747","1.23",48,"Banda","S24","Uttar Pradesh"
"8452","MIRA DEVI","Swatantra Jantaraj Party","6539","6","6545","0.63",48,"Banda","S24","Uttar Pradesh"
"9445","SHIRAZ RAHAT KHAN","Ambedkar Samaj Party","7869","4","7873","0.76",48,"Banda","S24","Uttar Pradesh"
"10433","RAMPRATAP","Independent","5430","3","5433","0.53",48,"Banda","S24","Uttar Pradesh"
"11417","NOTA","None of the Above","19248","2","19250","1.86",48,"Banda","S24","Uttar Pradesh"
"3505","NIRANJAN JYOTI","Bharatiya Janata Party","563715","2325","566040","54.24",49,"Fatehpur","S24","Uttar Pradesh"
"4466","RAKESH SACHAN","Indian National Congress","65738","339","66077","6.33",49,"Fatehpur","S24","Uttar Pradesh"
"5463","SUKHDEV PRASAD VERMA","Bahujan Samaj Party","366167","1668","367835","35.24",49,"Fatehpur","S24","Uttar Pradesh"
"6459","ASHOK KUMAR MISHRA","Janhit Bharat Party","5266","12","5278","0.51",49,"Fatehpur","S24","Uttar Pradesh"
"7458","MAHESH CHANDRA SAHU","Pragatishil Samajwadi Party (Lohia)","2706","12","2718","0.26",49,"Fatehpur","S24","Uttar Pradesh"
"8453","RAJKUMAR LODHI","Vikas Insaf Party","2454","3","2457","0.24",49,"Fatehpur","S24","Uttar Pradesh"
"9446","RAMKUMAR","Peoples Party of India (Democratic)","2779","1","2780","0.27",49,"Fatehpur","S24","Uttar Pradesh"
"10434","KAMTA PRASAD","Independent","3794","2","3796","0.36",49,"Fatehpur","S24","Uttar Pradesh"
"11418","JUBER AHMAD","Independent","4903","3","4906","0.47",49,"Fatehpur","S24","Uttar Pradesh"
"12388","BENI PRASAD","Independent","7072","4","7076","0.68",49,"Fatehpur","S24","Uttar Pradesh"
"13358","NOTA","None of the Above","14640","52","14692","1.41",49,"Fatehpur","S24","Uttar Pradesh"
"3506","OMVATI DEVI","Indian National Congress","19967","79","20046","1.99",5,"Nagina","S24","Uttar Pradesh"
"4467","GIRISH CHANDRA","Bahujan Samaj Party","567195","1183","568378","56.31",5,"Nagina","S24","Uttar Pradesh"
"5464","DR. YASHWANT SINGH","Bharatiya Janata Party","399348","2198","401546","39.78",5,"Nagina","S24","Uttar Pradesh"
"6460","AMICHAND","Rashtriya Samanta Dal","6154","2","6156","0.61",5,"Nagina","S24","Uttar Pradesh"
"7459","KAMESH KUMAR","Peoples Party of India (Democratic)","1751","1","1752","0.17",5,"Nagina","S24","Uttar Pradesh"
"8454","TEJ SINGH","Ambedkar Samaj Party","2165","4","2169","0.21",5,"Nagina","S24","Uttar Pradesh"
"9447","CHARAN SINGH","Independent","2877","4","2881","0.29",5,"Nagina","S24","Uttar Pradesh"
"10435","NOTA","None of the Above","6498","30","6528","0.65",5,"Nagina","S24","Uttar Pradesh"
"3507","INDRAJEET SAROJ","Samajwadi Party","343274","1013","344287","35.33",50,"Kaushambi","S24","Uttar Pradesh"
"4468","GIRISH PASI","Indian National Congress","16384","58","16442","1.69",50,"Kaushambi","S24","Uttar Pradesh"
"5465","VINOD KUMAR SONKAR","Bharatiya Janata Party","381517","1492","383009","39.31",50,"Kaushambi","S24","Uttar Pradesh"
"6461","BACHACHA LAL","Bhartiya Shakti Chetna Party","6206","5","6211","0.64",50,"Kaushambi","S24","Uttar Pradesh"
"7460","MISHRI LAL","Swatantra Jantaraj Party","3178","5","3183","0.33",50,"Kaushambi","S24","Uttar Pradesh"
"8455","RAJDEV","Pragatishil Samajwadi Party (Lohia)","4986","0","4986","0.51",50,"Kaushambi","S24","Uttar Pradesh"
"9448","SHAILENDRA KUMAR PASI","Jansatta Dal Loktantrik","156269","137","156406","16.05",50,"Kaushambi","S24","Uttar Pradesh"
"10436","CHHEDDU","Independent","3562","4","3566","0.37",50,"Kaushambi","S24","Uttar Pradesh"
"11419","PRADEEP KUMAR","Independent","2376","1","2377","0.24",50,"Kaushambi","S24","Uttar Pradesh"
"12389","RAM SUMER","Independent","4219","5","4224","0.43",50,"Kaushambi","S24","Uttar Pradesh"
"13359","SHAILENDRA KUMAR","Independent","26954","13","26967","2.77",50,"Kaushambi","S24","Uttar Pradesh"
"14335","SHAILENDRA KUMAR","Independent","8009","2","8011","0.82",50,"Kaushambi","S24","Uttar Pradesh"
"15302","NOTA","None of the Above","14751","18","14769","1.52",50,"Kaushambi","S24","Uttar Pradesh"
"3508","Keshari Devi Patel","Bharatiya Janata Party","542398","2303","544701","55.68",51,"Phulpur","S24","Uttar Pradesh"
"4469","Pandhari Yadav","Samajwadi Party","371318","1415","372733","38.1",51,"Phulpur","S24","Uttar Pradesh"
"5466","Pankaj Patel","Indian National Congress","32617","144","32761","3.35",51,"Phulpur","S24","Uttar Pradesh"
"6462","Atul Kumar Dwivedi","Lok Gathbandhan Party","1398","8","1406","0.14",51,"Phulpur","S24","Uttar Pradesh"
"7461","Kamala Prasad","Ambedkar Yug Party","916","5","921","0.09",51,"Phulpur","S24","Uttar Pradesh"
"8456","Dakkhini Prasad Kushwaha","Rashtriya Garib Dal","974","1","975","0.1",51,"Phulpur","S24","Uttar Pradesh"
"9449","Priya Singh Paul Alias Priyadarshini Gandhi","Pragatishil Samajwadi Party (Lohia)","1602","5","1607","0.16",51,"Phulpur","S24","Uttar Pradesh"
"10437","Ramnath Priydarshi Suman","Rashtriya Janmat Party","2058","0","2058","0.21",51,"Phulpur","S24","Uttar Pradesh"
"11420","Dr. Ramlakhan Chaurasiya","Moulik Adhikar Party","1965","1","1966","0.2",51,"Phulpur","S24","Uttar Pradesh"
"12390","Srichandra Kesarwani (Advocate)","Baliraja Party","1261","1","1262","0.13",51,"Phulpur","S24","Uttar Pradesh"
"13360","Sunil Kumar Maurya","Pragatisheel Samaj Party","2185","4","2189","0.22",51,"Phulpur","S24","Uttar Pradesh"
"14336","Sanjeev Kumar Mishra","Yuva Vikas Party","2858","0","2858","0.29",51,"Phulpur","S24","Uttar Pradesh"
"15303","Rishabh Pandey","Independent","1945","0","1945","0.2",51,"Phulpur","S24","Uttar Pradesh"
"16266","Dr. Neeraj","Independent","2969","3","2972","0.3",51,"Phulpur","S24","Uttar Pradesh"
"17222","NOTA","None of the Above","7862","20","7882","0.81",51,"Phulpur","S24","Uttar Pradesh"
"3509","Girdhar Gopal Tripathi","Communist Party of India","10397","6","10403","1.17",52,"Allahabad","S24","Uttar Pradesh"
"4470","Yogesh Shukla","Indian National Congress","31852","101","31953","3.59",52,"Allahabad","S24","Uttar Pradesh"
"5467","Rajendra Singh Patel","Samajwadi Party","309328","851","310179","34.89",52,"Allahabad","S24","Uttar Pradesh"
"6463","Rita Bahuguna Joshi","Bharatiya Janata Party","493204","1250","494454","55.62",52,"Allahabad","S24","Uttar Pradesh"
"7462","Ajeet Kumar Patel","Pragatisheel Samaj Party","6261","6","6267","0.7",52,"Allahabad","S24","Uttar Pradesh"
"8457","Abhimanyu Singh Patel","Pragatishil Samajwadi Party (Lohia)","2214","3","2217","0.25",52,"Allahabad","S24","Uttar Pradesh"
"9450","Om Guru Charandas","Sanatan Sanskriti Raksha Dal","2278","0","2278","0.26",52,"Allahabad","S24","Uttar Pradesh"
"10438","Gayatri Prasad","Bhartiya Shakti Chetna Party","1516","1","1517","0.17",52,"Allahabad","S24","Uttar Pradesh"
"11421","Bhawani Singh","Aam Aadmi Party","1840","5","1845","0.21",52,"Allahabad","S24","Uttar Pradesh"
"12391","Ram Pal Gupta","Parivartan Samaj Party","3367","1","3368","0.38",52,"Allahabad","S24","Uttar Pradesh"
"13361","Shiv Dutt Shukla","Annadata Party","5146","1","5147","0.58",52,"Allahabad","S24","Uttar Pradesh"
"14337","Shiv Prasad","Lok Gathbandhan Party","4117","1","4118","0.46",52,"Allahabad","S24","Uttar Pradesh"
"15304","Ajay Sharma","Independent","4731","0","4731","0.53",52,"Allahabad","S24","Uttar Pradesh"
"16267","Rabindra Kumar Shrivastav","Independent","2954","0","2954","0.33",52,"Allahabad","S24","Uttar Pradesh"
"17223","NOTA","None of the Above","7610","15","7625","0.86",52,"Allahabad","S24","Uttar Pradesh"
"3518","Upendra Singh Rawat","Bharatiya Janata Party","535594","323","535917","46.39",53,"Barabanki","S24","Uttar Pradesh"
"4471","Tanuj Punia","Indian National Congress","159575","36","159611","13.82",53,"Barabanki","S24","Uttar Pradesh"
"5468","Ram Sagar Rawat","Samajwadi Party","425624","153","425777","36.85",53,"Barabanki","S24","Uttar Pradesh"
"6464","Asha Devi","Lok Dal","5761","1","5762","0.5",53,"Barabanki","S24","Uttar Pradesh"
"7463","Om kar","Bahujan Mukti Party","1369","2","1371","0.12",53,"Barabanki","S24","Uttar Pradesh"
"8458","Kalpana Rawat","Bharat Prabhat Party","1048","1","1049","0.09",53,"Barabanki","S24","Uttar Pradesh"
"9451","Tarawati","Awami Samta Party","1920","1","1921","0.17",53,"Barabanki","S24","Uttar Pradesh"
"10439","Fool Dulari","Samdarshi Samaj Party","1622","2","1624","0.14",53,"Barabanki","S24","Uttar Pradesh"
"11422","Vinod Kumar","Aam Janta Party (India)","1622","0","1622","0.14",53,"Barabanki","S24","Uttar Pradesh"
"12392","Santosh Kumari","Dr. Bhimrao Ambedkar Dal","1549","0","1549","0.13",53,"Barabanki","S24","Uttar Pradesh"
"13362","Kishan Lal","Independent","2288","1","2289","0.2",53,"Barabanki","S24","Uttar Pradesh"
"14338","Molhey Ram Rawat","Independent","4380","1","4381","0.38",53,"Barabanki","S24","Uttar Pradesh"
"15305","Manju Devi","Independent","3683","0","3683","0.32",53,"Barabanki","S24","Uttar Pradesh"
"16268","NOTA","None of the Above","8783","2","8785","0.76",53,"Barabanki","S24","Uttar Pradesh"
"3519","ANAND SEN","Samajwadi Party","463187","357","463544","42.64",54,"Faizabad","S24","Uttar Pradesh"
"4472","NIRMAL KHATRI","Indian National Congress","53322","64","53386","4.91",54,"Faizabad","S24","Uttar Pradesh"
"5469","LALLU SINGH","Bharatiya Janata Party","528113","908","529021","48.66",54,"Faizabad","S24","Uttar Pradesh"
"6465","ASHA DEVI","Lok Dal","6669","5","6674","0.61",54,"Faizabad","S24","Uttar Pradesh"
"7464","KANCHAN YADAV","Moulik Adhikar Party","2762","6","2768","0.25",54,"Faizabad","S24","Uttar Pradesh"
"8459","MAHESH TIWARI","Shivsena","1243","2","1245","0.11",54,"Faizabad","S24","Uttar Pradesh"
"9452","VIJAY SHANKAR PANDEY","Lok Gathbandhan Party","2055","1","2056","0.19",54,"Faizabad","S24","Uttar Pradesh"
"10440","SHER AFGAN","Bharat Prabhat Party","1336","1","1337","0.12",54,"Faizabad","S24","Uttar Pradesh"
"11423","KAMLESH TIWARI","Independent","2739","0","2739","0.25",54,"Faizabad","S24","Uttar Pradesh"
"12393","MANOJ KUMAR MISHRA","Independent","1821","1","1822","0.17",54,"Faizabad","S24","Uttar Pradesh"
"13363","RAJBAHADUR URF RAJAN PANDEY","Independent","7345","2","7347","0.68",54,"Faizabad","S24","Uttar Pradesh"
"14339","LAL MANI TRIPATHI (BHAI SAHAB)","Independent","3301","1","3302","0.3",54,"Faizabad","S24","Uttar Pradesh"
"15306","SHARAD KUMAR","Independent","2492","0","2492","0.23",54,"Faizabad","S24","Uttar Pradesh"
"16269","NOTA","None of the Above","9381","7","9388","0.86",54,"Faizabad","S24","Uttar Pradesh"
"3520","Mukut Bihari","Bharatiya Janata Party","467287","951","468238","42.95",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"4473","Ritesh Pandey","Bahujan Samaj Party","563445","673","564118","51.75",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"5470","Ayodhya","Bharat Prabhat Party","5449","23","5472","0.5",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"6466","Ashutosh","Moulik Adhikar Party","4162","1","4163","0.38",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"7465","Parshuram Patel","Hindusthan Nirman Dal","2440","3","2443","0.22",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"8460","Premnath Nishad","Pragatishil Samajwadi Party (Lohia)","2385","5","2390","0.22",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"9453","Mastram Kori","Swatantra Jantaraj Party","1959","0","1959","0.18",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"10441","Rakesh","Suheldev Bharatiya Samaj Party","15164","3","15167","1.39",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"11424","Ram Singar","Voters Party  International","2224","0","2224","0.2",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"12394","Sushila Dinkar","Bahujan Mukti Party","6054","11","6065","0.56",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"13364","Taigar Ramnihor Patel 'Ratnashah'","Independent","6567","2","6569","0.6",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"14340","NOTA","None of the Above","11329","15","11344","1.04",55,"Ambedkar Nagar","S24","Uttar Pradesh"
"3521","AKSHAIBAR LAL","Bharatiya Janata Party","525512","470","525982","53.14",56,"Bahraich","S24","Uttar Pradesh"
